Item Name,Category,Price
"Tavuk Sis Dürüm with Chicken Skewer with Rice,Salad and Sauce,Rolled in Yufka Bread""",Main_Dish,9.0
"Tavuk Pirzola with Chicken Cutlet with Rice,Salad and Sauce""",Main_Dish,15.0
"Tavuk Kanat with Chicken Wings with Rice,Salad and Sauce""",Main_Dish,14.0
"Lamb Chop Plate with 3 Grilled Lamb Chops with Salad,Tzatziki and Onions,Served with Fries or Rice""",Main_Dish,18.0
"Rotisserie Gratin with Rotisserie Meat with Onions,Special Sauce,Topped with Cheese,Served with a Small Salad""",Main_Dish,12.5
"Patlican Kebab with Eggplant Skewer with Minced Lamb,Salad and Sauce""",Main_Dish,18.0
"Öz Antep Teller with 1 Grilled Lamb Chop,2 Köfte,Rotisserie (Veal or Chicken) with Salad,Tzatziki,Onions,Served with Fries or Rice""",Main_Dish,20.0
Menu 1 Doner-Style Rotisserie Pita - with Fries and a 0.33l Drink,Main_Dish,11.5
Menu 2 Turkish Pizza - with Fries and a 0.33l Drink,Main_Dish,12.0
Menu 3 Doner-Style Wrap - with Fries and a 0.33l Drink,Main_Dish,13.0
Menu 4 Large Pizza (30 cm) - with Fries and a 0.33l Drink,Main_Dish,12.5
"Coke,Fanta,Sprite 0.33 l""",Non_Alcoholic_Drink,2.0
"Coke,Fanta,Sprite 1 Liter""",Non_Alcoholic_Drink,3.5
Red Bull 0.25 l,Non_Alcoholic_Drink,2.5
Still Water 0.5l,Non_Alcoholic_Drink,1.5
Ayran 0.25l Turkish Soft Drink,Non_Alcoholic_Drink,2.0
Mercimek,Soup,5.0
Cigar Rolls (Cheese Filling),Appetizer,1.0
Fries,Appetizer,3.5
Large Fries,Appetizer,5.0
Chili Cheese Fries,Appetizer,4.5
Bulgur,Appetizer,3.0
Pilav/Rice,Appetizer,3.0
Baklava,Dessert,1.5
