Item Name,Category,Price
Fried Ramen or Udon Noodles (Tofu),Noodle,18.0
Fried Ramen or Udon Noodles (Black Tiger Prawns),Noodle,22.0
Bun Tron Noodle Bowl (Spring Rolls),Main_Dish,22.0
Bun Tron Noodle Bowl (Crispy Tofu),Main_Dish,18.0
Bun Tron Noodle Bowl (Beef),Main_Dish,18.0
Yuma BBQ Plate (Grilled Chicken Breast Filet),Main_Dish,24.0
Yuma BBQ Plate (Grilled Salmon Filet),Main_Dish,18.0
Yuma BBQ Plate (Grilled Duck Breast Filet),Main_Dish,24.0
Yuma BBQ Plate (Grilled Tuna Filet),Main_Dish,26.0
King Prawns Special,Main_Dish,27.0
Oceans Best Seafood Plate,Main_Dish,29.0
Yuma Thai Basil (Chicken Breast Filet),Main_Dish,20.0
Yuma Thai Basil (Tofu),Main_Dish,16.0
Yuma Thai Basil (Grilled Duck Breast Filet),Main_Dish,15.0
Yuma Thai Basil (Beef),Main_Dish,18.0
Yuma Creamy Curry (Chicken Breast Filet),Main_Dish,21.0
Yuma Creamy Curry (Tofu),Main_Dish,16.0
Yuma Creamy Curry (Grilled Duck Breast Filet),Main_Dish,15.0
Yuma Creamy Curry (Beef),Main_Dish,18.0
Yuma Creamy Curry (Black Tiger Prawns),Main_Dish,21.0
Oceans Best Seafood Curry,Main_Dish,27.0
Yuma Peanut Special (Chicken Breast Filet),Main_Dish,20.0
Yuma Peanut Special (Tofu),Main_Dish,16.0
Yuma Peanut Special (Grilled Duck Breast Filet),Main_Dish,15.0
Sake Hosomaki,Main_Dish,5.5
Sake avocado Hosomaki,Main_Dish,6.0
Tekka Hosomaki,Main_Dish,6.5
Tekka negi Hosomaki,Main_Dish,6.5
Ebi Hosomaki,Main_Dish,6.0
Surimi Hosomaki,Main_Dish,5.0
Unagi Hosomaki,Main_Dish,7.0
Ebi tempura Hosomaki,Main_Dish,7.5
Sake kawa Hosomaki,Main_Dish,7.0
Avocado Hosomaki,Main_Dish,4.5
Kappa Hosomaki,Main_Dish,4.5
Mango Hosomaki,Main_Dish,5.0
Yuma futo Futomaki,Main_Dish,10.0
Futo vegie Futomaki,Main_Dish,9.0
Ebi futo Futomaki,Main_Dish,10.0
Sake Nigiri,Main_Dish,6.0
Maguro Nigiri,Main_Dish,7.0
Unagi Nigiri,Main_Dish,7.0
Ebi Nigiri,Main_Dish,6.0
Hotategai Nigiri,Main_Dish,7.0
Ikura Nigiri,Main_Dish,9.0
Aburi sake Nigiri,Main_Dish,7.0
Aburi maguro Nigiri,Main_Dish,8.0
Aburi hotate Nigiri,Main_Dish,8.0
Avocado Nigiri,Main_Dish,7.0
Spezial nigiri Nigiri,Main_Dish,9.0
Salmon Bowl,Main_Dish,19.0
Ocean Seafood Bowl,Main_Dish,24.0
Teriyaki Chicken Bowl,Main_Dish,20.0
Alaska,Main_Dish,9.0
Maguro,Main_Dish,10.0
Ebi,Main_Dish,9.0
California,Main_Dish,9.0
Unagi,Main_Dish,10.0
Ebi,Main_Dish,10.0
Salmon,Main_Dish,10.0
Tori,Main_Dish,10.0
Hotate,Main_Dish,10.0
Avolove,Main_Dish,8.0
Green Duox,Main_Dish,8.5
Veggiex,Main_Dish,9.0
Salmon On Fire Special Roll,Main_Dish,16.0
Tuna On Fire Special Roll,Main_Dish,17.0
Unagi Dragon Special Roll,Main_Dish,18.0
Tunacado Special Roll,Main_Dish,17.0
Sake Sakura Special Roll,Main_Dish,15.0
Fresh Karaage Special Roll,Main_Dish,17.0
Mama Ebi Special Roll,Main_Dish,17.0
Sake Team Special Roll,Main_Dish,17.0
Summer Love Special Roll,Main_Dish,15.0
Veggie Tempura Special Roll,Main_Dish,13.0
Toronto Roll,Main_Dish,10.0
Fuji Roll,Main_Dish,12.0
Nina Roll,Main_Dish,12.0
Crunchy Hotate Roll,Main_Dish,13.0
Rainbow Roll,Main_Dish,14.0
Tori Roll,Main_Dish,13.0
Buddha Roll,Main_Dish,9.0
Salmon Sashimi,Main_Dish,18.0
Tuna Sashimi,Main_Dish,21.0
Suma Duo Sashimi,Main_Dish,20.0
Ocean Sashimi Platter,Main_Dish,25.0
First Time Sushi Combo,Main_Dish,20.0
Maki Mix Combo,Main_Dish,15.0
Cali Love Combo,Main_Dish,18.0
Veggie Sushi Menu,Main_Dish,16.0
Salmon Sushi Menu,Main_Dish,26.0
Tuna Sushi Menu,Main_Dish,28.0
Suma Sushi Menu,Main_Dish,27.0
Yuma's Best Sushi Menu,Main_Dish,26.0
Crunchy Classic Combo,Main_Dish,24.0
Sushi Menu for 2 People,Main_Dish,60.0
Sushi Menu for 3 People,Main_Dish,90.0
Signature Selection (4-5 People),Main_Dish,130.0
Chocolate Soufflé,Dessert,8.0
Mochi Ice Cream,Dessert,8.0
Mango Sorbet,Dessert,8.0
Coconut Sorbet,Dessert,8.0
Mixed Dessert Variation for 4 People,Dessert,24.0
